#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415BDFD41
#Date Time: 2026-05-11 15:40:16.954
#Start: 0.5 Hz
#Stop: 5000 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.1634 V
#Offset: -7.01237e-05 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB)
0.5,-17.20212154706849
0.5482390980715925,-16.6147752534078
0.6011322173087066,-16.08663693456168
0.6591283692782037,-15.62908458165315
0.7227198853729639,-15.18909941726776
0.7924465962305571,-14.80650913415041
0.8689004143746881,-14.44979284482142
0.9527303589816241,-14.1247462895963
1.044648065427019,-13.85967112113074
1.145433826383886,-13.61948349053958
1.25594321575479,-13.40894491331598
1.377114351669083,-13.23959290355359
1.509975860201008,-13.06513859787555
1.655655607412956,-12.94982552165226
1.815390273850507,-12.84647644608699
1.990535852767487,-12.74996208485774
2.182579161200831,-12.67234520414001
2.393150461613193,-12.60235459882804
2.624037301248861,-12.53832089545576
2.877199686685783,-12.49261350799405
3.154786722400965,-12.4562894576874
3.459154854594681,-12.41660608078848
3.792887875145918,-12.39004595187044
4.158818855513355,-12.36041982083445
4.560054196779548,-12.33133577632751
5,-12.32169333046843
5.482390980715926,-12.31365750214611
6.011322173087065,-12.28663799570088
6.591283692782038,-12.28647409555108
7.22719885372964,-12.2791421520963
7.92446596230557,-12.26652640822362
8.689004143746882,-12.27298093503982
9.52730358981624,-12.25806727855613
10.4464806542702,-12.23881717780473
11.45433826383887,-12.2457307134898
12.5594321575479,-12.24898472586482
13.77114351669083,-12.2439227300505
15.09975860201008,-12.23610812965487
16.55655607412955,-12.25728271586008
18.15390273850507,-12.22457534254178
19.90535852767487,-12.24673218577549
21.82579161200828,-12.18103480989201
23.9315046161319,-10.58316705062835
26.24037301248861,-10.75524489698326
28.77199686685783,-12.19653659805136
31.54786722400965,-12.18932419902382
34.59154854594681,-12.17169310456644
37.92887875145918,-12.14697142664805
41.58818855513354,-5.714194158605681
45.60054196779549,5.890806711011777
50,8.266966457215567
54.82390980715925,6.591322418804753
60.11322173087066,-2.487529356343864
65.91283692782038,-13.34997223983466
72.27198853729639,-9.900425658463526
79.24465962305571,-11.28468228670895
86.89004143746881,-9.295387622634466
95.27303589816232,-3.052515761797006
104.4648065427019,-0.9823989089464256
114.5433826383886,-3.353814857416651
125.594321575479,-9.029913784620948
137.7114351669083,-7.132207723352869
150.9975860201008,-7.936807089959776
165.5655607412956,-8.573625711594005
181.5390273850507,-5.967102837216375
199.0535852767487,-9.422049105132256
218.2579161200831,-15.68697986868994
239.3150461613193,-7.900000532521522
262.4037301248864,-8.487991390424732
287.7199686685783,-9.339326094862718
315.4786722400965,-11.94028171108914
345.9154854594681,-14.57918472110307
379.2887875145918,-9.146030333180185
415.8818855513354,-12.54150033265528
456.0054196779548,-13.98447716759055
500,-11.28067930322576
548.2390980715925,-4.581098897119528
601.1322173087066,-10.32275421936822
659.1283692782036,-13.35631104376241
722.719885372964,-9.285631553306636
792.4465962305571,-1.725463058593702
868.9004143746881,-10.55418480866124
952.7303589816231,-23.40257385822827
1044.648065427019,-1.787161220984626
1145.433826383886,-10.4244219646894
1255.94321575479,-25.207498133219
1377.114351669083,-0.6628202027514819
1509.975860201008,-34.05873791862685
1655.655607412956,-0.8313031645401237
1815.390273850507,-31.509532113809
1990.535852767487,-30.63621902325135
2182.579161200831,-2.150656059889335
2393.150461613193,-36.80177162568496
2624.037301248864,-0.2958342405447759
2877.199686685783,-29.4270983928396
3154.786722400965,-2.570125288721087
3459.154854594682,-75.73632239335419
3792.887875145918,0.1526828872499836
4158.818855513355,0.1083977103879003
4560.054196779548,-28.84988192127491
5000,-40.0628962472496
