#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery3
#Serial Number: SN:210415BDFD41
#Date Time: 2026-05-05 19:17:10.296
#Start: 0.1 Hz
#Stop: 1000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.1634 V
#Offset: -7.01237e-05 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB)
0.1,-28.10252940913066
0.10471285480509,-27.29008581675112
0.1096478196143185,-26.48925145795993
0.1148153621496883,-25.75682717921978
0.1202264434617413,-24.98034542411564
0.1258925411794168,-24.21044289538509
0.1318256738556407,-23.48369473747353
0.1380384264602885,-22.70676674680988
0.1445439770745928,-21.97655468367763
0.1513561248436209,-21.24742721900473
0.1584893192461114,-20.45316526915247
0.1659586907437562,-19.73260551695434
0.1737800828749376,-18.99917449803844
0.1819700858609983,-18.27680554540996
0.1905460717963248,-17.60569528049072
0.1995262314968879,-16.88546687393016
0.2089296130854039,-16.20204729670243
0.2187761623949552,-15.53130671235398
0.2290867652767772,-14.87535778007338
0.239883291901949,-14.22200521095063
0.251188643150958,-13.57108817354767
0.2630267991895381,-12.95282752530318
0.2754228703338166,-12.33895612813116
0.2884031503126606,-11.73092098438864
0.3019951720402016,-11.15143987255295
0.3162277660168379,-10.58324845662254
0.3311311214825911,-10.02083920483526
0.3467368504525317,-9.482428782131194
0.3630780547701014,-8.966721094208586
0.3801893963205613,-8.463287024934029
0.3981071705534974,-7.961187769058188
0.4168693834703355,-7.478393116471628
0.4365158322401661,-7.017384918234647
0.4570881896148752,-6.58211416835102
0.4786300923226385,-6.163618371704849
0.5011872336272726,-6.419288281083674
0.5248074602497723,-5.390924115814872
0.5495408738576247,-5.031747980047526
0.5754399373371566,-4.693903289178003
0.6025595860743581,-4.370539662477463
0.630957344480193,-4.065205308046585
0.6606934480075957,-3.778102302858272
0.6918309709189362,-3.508357499745949
0.7244359600749898,-3.252920073686878
0.7585775750291835,-3.012845610604359
0.7943282347242813,-2.791185154314622
0.8317637711026709,-2.583242058018957
0.8709635899560805,-2.389912478590031
0.9120108393559097,-2.204620609136996
0.9549925860214359,-2.037482975080267
1,-1.87421710406511
1.0471285480509,-1.725484894499167
1.096478196143185,-1.589022530787236
1.148153621496883,-1.461703491380834
1.202264434617413,-1.344580253859458
1.258925411794168,-1.238359174285078
1.318256738556407,-1.136344773788529
1.380384264602884,-1.042058348261738
1.445439770745928,-0.9595933680239299
1.513561248436207,-0.8838371509787052
1.584893192461114,-0.8090050965396318
1.65958690743756,-0.7448488811510994
1.737800828749376,-0.6838870844430757
1.819700858609983,-0.6271817374010689
1.905460717963248,-0.5779820109606588
1.995262314968879,-0.529344276550864
2.089296130854041,-0.4869825352346733
2.187761623949552,-0.4500880460631398
2.290867652767774,-0.4132320767388685
2.39883291901949,-0.3711541258982902
2.511886431509579,-0.3470589489240641
2.630267991895381,-0.3231165147732774
2.754228703338166,-0.2966879212988648
2.884031503126606,-0.2744385158671567
3.019951720402016,-0.2519614621151458
3.16227766016838,-0.2322690608195231
3.311311214825911,-0.2164640616545302
3.467368504525317,-0.2002548818931386
3.630780547701014,-0.1835722579191207
3.801893963205613,-0.1712596152077221
3.981071705534974,-0.1587200812856898
4.168693834703356,-0.147038858530729
4.365158322401657,-0.1360465811952302
4.570881896148753,-0.1275938463774747
4.78630092322638,-0.1187050838318599
5.011872336272725,-0.1113863705157323
5.248074602497723,-0.1039997762230366
5.495408738576248,-0.09795002988734228
5.754399373371567,-0.09217939599843315
6.02559586074358,-0.08649391507847592
6.309573444801931,-0.08227164532926029
6.606934480075965,-0.07539473727159292
6.918309709189363,-0.07084150084839855
7.244359600749906,-0.06681325543099957
7.585775750291836,-0.06421751370328853
7.943282347242814,-0.06003720946351575
8.317637711026709,-0.05944105545351151
8.709635899560805,-0.05633515952667634
9.120108393559097,-0.05267212587210779
9.549925860214358,-0.05136070304146262
10,-0.0493241357590082
10.471285480509,-0.04656429468324941
10.96478196143185,-0.04531994028213428
11.48153621496883,-0.04382103847000285
12.02264434617413,-0.04028433381523095
12.58925411794167,-0.04302203290317912
13.18256738556408,-0.03868652992040608
13.80384264602885,-0.03903331054043987
14.45439770745928,-0.03829086727404942
15.13561248436209,-0.03717790889607598
15.84893192461114,-0.03537296515161493
16.59586907437561,-0.03540631692450199
17.37800828749376,-0.03257656584730211
18.19700858609983,-0.03382792142082222
19.05460717963246,-0.03326856549312295
19.95262314968879,-0.03046940690334546
20.89296130854039,-0.03085278795038405
21.87761623949552,-0.03017192113197446
22.90867652767772,-0.02960110377615527
23.9883291901949,-0.02840607288969312
25.1188643150958,-0.03111314713331936
26.30267991895381,-0.03064827042885011
27.54228703338166,-0.0301645283752605
28.84031503126606,-0.03235163685695193
30.19951720402016,-0.03182885020049967
31.62277660168379,-0.03016843531785535
33.11311214825911,-0.0302820938117443
34.67368504525317,-0.02989180376251426
36.30780547701014,-0.02717897419724421
38.01893963205612,-0.02726922123980029
39.81071705534973,-0.02962863141500226
41.68693834703355,-0.0346979265708395
43.65158322401661,-0.05146805957881233
45.70881896148752,-0.0354009244697617
47.86300923226385,0.02489543711336759
50.11872336272724,-0.07268313239634459
52.48074602497729,0.0256863589393836
54.95408738576248,-0.01194749657598038
57.54399373371567,-0.009773296411953252
60.25595860743574,-0.01486161132152259
63.0957344480193,-0.02707539976086387
66.06934480075957,-0.02661780993265038
69.18309709189363,-0.02502554978699211
72.44359600749898,-0.02475972853046065
75.85775750291836,-0.02661136547778983
79.43282347242814,-0.02615627926828988
83.17637711026708,-0.0263700495020143
87.09635899560806,-0.02538448242507176
91.20108393559097,-0.01977643210804752
95.49925860214358,-0.03335165462953747
100,-0.01618989966413527
104.71285480509,-0.02609466800819218
109.6478196143185,-0.03460269287700873
114.8153621496883,-0.02639437808208913
120.2264434617413,-0.02814305078459505
125.8925411794168,-0.02738640451074267
131.8256738556407,-0.02539535784501027
138.0384264602885,-0.01809616833193008
144.5439770745928,-0.03828351869870297
151.3561248436209,-0.01489298656618148
158.4893192461114,-0.02914196742757974
165.9586907437561,-0.03007989855802144
173.7800828749376,-0.02875271426052508
181.9700858609982,-0.0351028669738092
190.5460717963246,-0.03433573352818595
199.5262314968879,-0.02274563512599869
208.9296130854039,-0.02209273373524055
218.7761623949552,-0.03189218680314156
229.0867652767772,-0.0217966841378276
239.883291901949,-0.02636264310029189
251.1886431509579,-0.02963375048928107
263.0267991895382,-0.01961018699015183
275.4228703338166,-0.02278541289330461
288.4031503126606,-0.03460186492755572
301.9951720402016,-0.02517170877873542
316.227766016838,-0.03207571191574708
331.1311214825911,-0.03065698895745246
346.7368504525317,-0.03228235060511483
363.0780547701014,-0.02450590730689121
380.1893963205612,-0.0234220359994629
398.1071705534973,-0.02520573857692021
416.8693834703355,-0.02383661410770519
436.5158322401661,-0.02206263061135971
457.0881896148752,-0.02575200980254473
478.6300923226385,-0.02639341633197066
501.1872336272725,-0.02406706953873683
524.8074602497728,-0.03252724100171591
549.5408738576249,-0.02146419371293944
575.4399373371566,-0.02696323508557549
602.5595860743574,-0.02721680296080079
630.957344480193,-0.02328014899417567
660.6934480075957,-0.03308309869971313
691.8309709189363,-0.02317083828545795
724.4359600749899,-0.02036289707094754
758.5775750291835,-0.01909180474844167
794.3282347242814,-0.03143031319010747
831.7637711026708,-0.02550340007648544
870.9635899560805,-0.02113314397922061
912.0108393559096,-0.02212626666925043
954.9925860214358,-0.02433818898102847
1000,-0.02933282004878452
